Cloud Cover,Humidity,Pressure,Global Radiation,Precipitation,Sunshine,Temperature,Picnic
7.0,0.8,1.0159,2.21,0.0,5.5,20.6,True
3.0,0.77,1.0161,2.57,0.0,10.8,21.8,True
3.0,0.69,1.0159,2.84,0.0,11.8,22.6,True
3.0,0.68,1.016,2.62,0.0,11.5,23.6,True
7.0,0.79,1.0189,1.78,0.34,6.8,21.9,False
3.0,0.76,1.0211,2.6,0.0,11.4,22.6,True
2.0,0.66,1.0233,2.9,0.0,12.7,23.2,True
1.0,0.61,1.0222,2.93,0.0,13.4,23.7,True
1.0,0.69,1.0208,2.84,0.0,13.0,23.1,True
3.0,0.68,1.013,2.14,0.13,8.3,24.2,False
8.0,0.83,1.0157,0.83,0.06,0.1,20.0,False
7.0,0.79,1.0197,1.5,0.01,3.4,18.2,False
4.0,0.66,1.022,2.36,0.0,9.8,17.6,True
7.0,0.82,1.0191,1.31,0.29,2.3,17.0,False
8.0,0.7,1.0174,1.16,0.0,1.2,18.7,True
2.0,0.66,1.0276,2.87,0.0,12.4,15.6,True
2.0,0.64,1.0224,2.87,0.0,11.7,17.1,True
3.0,0.61,1.018,2.78,0.0,12.7,19.9,True
0.0,0.59,1.0161,2.79,0.0,12.8,22.4,True
1.0,0.58,1.0163,2.67,0.0,12.1,24.9,True
7.0,0.66,1.0186,1.71,0.01,4.2,21.8,False
7.0,0.82,1.0168,1.26,0.0,0.9,20.1,True
2.0,0.72,1.0123,2.47,1.42,10.6,22.4,False
6.0,0.76,1.0127,2.44,1.25,9.6,20.6,False
6.0,0.85,1.016,1.75,0.03,5.0,19.2,False
2.0,0.77,1.0189,2.44,0.0,9.7,19.8,True
1.0,0.74,1.0204,2.59,0.0,11.7,20.5,True
2.0,0.71,1.0178,2.49,0.0,12.0,22.9,True
1.0,0.68,1.0175,2.48,0.0,11.9,23.5,True
3.0,0.62,1.0169,2.47,0.0,11.2,23.8,True
5.0,0.69,1.0167,1.82,0.0,5.7,18.7,True
5.0,0.63,1.0123,2.4,0.49,11.4,18.4,False
8.0,0.84,1.0111,0.98,0.21,1.1,17.2,False
7.0,0.84,1.013,0.81,0.46,0.7,15.5,False
7.0,0.81,1.0173,1.34,0.02,2.2,14.4,False
3.0,0.7,1.0151,2.36,0.0,10.7,16.6,True
8.0,0.78,1.0133,0.83,0.32,0.4,14.3,False
7.0,0.78,1.0206,1.47,0.04,2.0,12.4,False
5.0,0.85,1.0192,1.5,0.37,5.1,10.7,False
7.0,0.81,1.0187,1.32,0.04,0.6,15.0,False
7.0,0.74,1.0159,1.71,0.04,5.3,9.8,False
7.0,0.73,1.0184,0.97,0.0,0.6,10.4,False
5.0,0.69,1.0199,1.45,0.49,3.7,11.5,False
7.0,0.78,1.0121,1.28,0.92,1.3,14.2,False
7.0,0.81,1.0106,1.29,0.08,2.9,11.9,False
5.0,0.74,1.0165,1.16,0.03,1.5,12.1,False
7.0,0.81,1.0156,1.21,0.79,2.5,11.3,False
7.0,0.89,1.0154,0.86,0.5,1.6,8.9,False
3.0,0.81,1.0152,1.72,0.0,7.2,8.6,False
8.0,0.76,1.0135,0.6,0.28,0.4,10.9,False
8.0,0.78,1.016,0.39,1.58,0.0,14.0,False
7.0,0.89,1.0171,0.75,0.1,0.4,13.0,False
7.0,0.9,1.0146,0.7,0.03,0.0,11.5,False
7.0,0.88,1.0117,0.98,0.0,2.1,12.2,False
7.0,0.88,1.0188,1.0,0.0,0.8,10.8,False
5.0,0.8,1.02,1.61,0.0,7.9,12.9,True
4.0,0.81,1.0172,1.76,0.0,9.1,13.9,True
7.0,0.87,1.0153,0.55,0.46,0.0,13.7,False
6.0,0.85,1.0168,1.21,0.07,4.0,15.2,False
1.0,0.75,1.0145,1.68,0.0,10.6,20.1,True
5.0,0.87,1.0151,0.5,2.73,1.7,15.8,False
3.0,0.83,1.0186,1.3,0.0,5.1,13.8,True
4.0,0.85,1.0124,1.42,0.69,6.6,17.1,False
6.0,0.92,1.0109,0.66,0.5,2.5,15.4,False
7.0,0.88,1.0138,0.64,0.28,2.6,12.2,False
5.0,0.83,1.0186,1.19,0.01,4.8,13.5,False
3.0,0.83,1.0276,1.41,0.0,8.5,13.8,True
1.0,0.86,1.0318,1.38,0.0,7.7,13.0,True
2.0,0.88,1.0282,1.44,0.0,8.6,13.8,True
0.0,0.82,1.0242,1.4,0.0,8.6,15.0,True
4.0,0.83,1.021,1.25,0.0,6.6,16.0,True
5.0,0.78,1.0191,1.32,0.0,8.2,16.4,True
6.0,0.84,1.0208,1.25,0.0,7.7,14.7,True
6.0,0.86,1.016,1.07,0.0,4.4,14.0,True
1.0,0.83,1.0142,1.25,0.0,8.6,14.8,True
5.0,0.87,1.008,0.8,0.12,2.4,13.0,False
2.0,0.75,1.017,1.14,0.0,6.1,13.2,True
7.0,0.86,1.0262,0.72,0.65,1.9,12.1,False
7.0,0.89,1.0275,0.42,0.02,0.5,11.9,False
7.0,0.84,1.0264,0.9,0.0,3.4,13.4,True
7.0,0.86,1.0276,0.98,0.0,6.1,13.3,True
3.0,0.84,1.0263,1.02,0.0,7.3,13.4,True
3.0,0.82,1.0252,0.92,0.57,5.8,11.8,False
0.0,0.85,1.0368,0.9,0.0,5.7,6.9,False
5.0,0.85,1.0387,0.98,0.0,6.3,5.5,False
1.0,0.82,1.0322,1.06,0.0,8.1,6.2,False
0.0,0.88,1.0246,0.98,0.0,7.2,7.0,False
7.0,0.76,1.0213,0.48,0.24,0.4,7.3,False
8.0,0.8,1.0151,0.43,0.33,0.0,10.4,False
7.0,0.81,1.0144,0.64,0.01,2.6,2.8,False
6.0,0.78,1.0276,0.78,0.0,4.9,1.6,False
5.0,0.92,1.0242,0.5,0.0,1.7,-1.7,False
5.0,0.83,1.0173,0.68,0.13,2.3,0.1,False
8.0,0.94,1.0149,0.12,0.65,0.0,2.4,False
4.0,0.86,1.0378,0.53,0.0,3.6,-0.5,False
8.0,0.92,1.0238,0.07,0.0,0.0,0.5,False
6.0,0.84,1.0307,0.7,0.0,5.9,3.1,False
5.0,0.84,1.0342,0.43,0.0,0.8,1.4,False
5.0,0.87,1.0251,0.31,0.36,0.7,1.1,False
8.0,0.88,1.0274,0.27,0.12,0.0,2.2,False
8.0,0.95,1.022,0.24,0.24,0.0,4.5,False
8.0,0.89,1.0144,0.25,0.2,0.0,7.8,False
6.0,0.9,1.0151,0.18,0.34,0.0,5.7,False
4.0,0.88,1.0254,0.63,0.87,5.0,3.9,False
8.0,0.97,1.0183,0.08,2.41,0.0,8.1,False
8.0,0.92,1.0218,0.22,0.0,0.0,10.2,False
7.0,0.89,1.0243,0.35,0.0,0.7,9.5,False
8.0,0.88,1.024,0.12,0.05,0.0,9.0,False
8.0,0.76,1.0218,0.14,0.06,0.0,9.8,False
8.0,0.84,1.0251,0.18,0.17,0.0,8.7,False
7.0,0.78,1.0297,0.22,0.02,0.3,8.1,False
8.0,0.93,1.0361,0.27,0.0,0.6,2.3,False
7.0,0.86,1.0371,0.32,0.0,1.8,0.9,False
5.0,0.88,1.0378,0.53,0.0,4.3,-2.0,False
1.0,0.79,1.0393,0.51,0.0,3.8,-2.0,False
6.0,0.79,1.0354,0.43,0.0,1.5,-0.9,False
8.0,0.89,1.0281,0.16,0.0,0.0,0.7,False
7.0,0.74,1.0274,0.33,0.0,0.8,-0.3,False
0.0,0.46,1.0337,0.59,0.0,6.5,-8.0,False
1.0,0.68,1.0328,0.57,0.0,4.6,-7.6,False
2.0,0.8,1.0356,0.57,0.0,6.2,-3.7,False
8.0,0.86,1.0358,0.29,0.0,0.0,-3.0,False
5.0,0.68,1.0225,0.53,0.11,3.5,-2.3,False
8.0,0.81,1.0123,0.13,0.02,0.0,0.7,False
7.0,0.76,1.0189,0.36,0.1,1.2,-3.0,False
3.0,0.73,1.0217,0.65,0.0,6.6,-7.6,False
8.0,0.68,1.009,0.38,0.42,0.0,3.7,False
7.0,0.81,1.0094,0.23,0.13,0.0,0.7,False
7.0,0.72,1.0177,0.53,0.09,3.4,-0.3,False
8.0,0.71,1.0125,0.2,0.12,0.0,6.8,False
8.0,0.73,1.0014,0.12,1.42,0.0,8.6,False
4.0,0.78,1.0143,0.5,0.01,5.1,-0.2,False
1.0,0.76,1.0406,0.68,0.0,7.7,-4.7,False
0.0,0.75,1.0366,0.67,0.0,7.5,-3.7,False
3.0,0.84,1.032,0.62,0.0,5.8,-5.3,False
2.0,0.79,1.0363,0.48,0.0,2.1,-5.0,False
0.0,0.83,1.0401,0.61,0.0,6.3,-5.8,False
3.0,0.87,1.0379,0.64,0.0,5.6,-5.4,False
6.0,0.92,1.032,0.34,0.0,0.3,-4.4,False
0.0,0.88,1.0403,0.62,0.0,6.2,-4.0,False
4.0,0.83,1.0367,0.64,0.01,6.3,-2.3,False
5.0,0.86,1.0356,0.38,0.0,1.8,0.6,False
3.0,0.9,1.0316,0.65,0.0,6.2,-0.4,False
8.0,0.87,1.0298,0.23,0.0,0.0,-0.6,False
7.0,0.85,1.023,0.6,0.0,3.8,-2.0,False
8.0,0.91,1.0268,0.15,0.0,0.0,1.1,False
8.0,0.83,1.0249,0.25,0.02,0.0,2.5,False
8.0,0.74,1.0266,0.4,0.08,0.3,6.6,False
6.0,0.82,1.0215,0.62,0.0,4.2,6.1,False
5.0,0.79,1.0175,0.32,0.0,1.2,3.8,False
7.0,0.83,1.0111,0.29,0.36,0.0,4.1,False
7.0,0.74,1.0095,0.36,0.06,0.3,8.8,False
8.0,0.75,1.0232,0.6,0.2,2.1,7.4,False
7.0,0.56,1.0222,0.79,0.03,5.1,10.7,False
8.0,0.65,1.0198,0.08,0.19,0.0,10.8,False
5.0,0.67,1.0289,0.39,0.0,0.8,12.4,False
5.0,0.82,1.0306,0.59,0.0,3.4,7.4,False
5.0,0.75,1.0247,0.82,0.0,5.6,6.9,False
8.0,0.78,1.0245,0.51,0.0,0.3,7.2,False
6.0,0.8,1.0279,0.35,0.0,0.0,8.9,False
1.0,0.67,1.0278,0.94,0.0,8.2,9.4,False
1.0,0.65,1.0223,0.96,0.0,7.8,8.9,False
4.0,0.63,1.0248,0.98,0.0,7.8,9.3,False
7.0,0.66,1.0136,0.45,0.21,0.2,12.1,False
8.0,0.9,1.0088,0.19,0.73,0.0,6.5,False
6.0,0.78,1.0234,0.69,0.12,3.2,5.5,False
8.0,0.79,1.0188,0.56,0.32,0.1,9.7,False
7.0,0.72,1.0194,0.5,0.13,0.6,7.3,False
7.0,0.6,1.0199,0.61,0.0,1.6,10.6,False
7.0,0.57,1.022,0.76,0.0,1.9,13.0,False
8.0,0.6,1.0181,0.68,0.0,1.4,12.6,False
8.0,0.88,1.0148,0.09,0.04,0.0,6.3,False
8.0,0.78,1.0252,0.49,0.0,0.0,1.4,False
3.0,0.8,1.0235,1.04,0.0,6.6,2.5,False
5.0,0.81,1.0238,0.75,0.11,2.5,3.7,False
7.0,0.7,1.0271,0.43,0.03,0.0,4.5,False
8.0,0.76,1.0089,0.27,1.3,0.0,6.7,False
7.0,0.8,1.0159,0.55,0.07,1.8,1.2,False
8.0,0.78,1.0173,0.42,0.3,0.0,0.6,False
7.0,0.67,1.0167,0.78,0.02,0.6,3.7,False
8.0,0.58,1.0092,0.4,0.45,0.0,11.9,False
8.0,0.82,1.0079,0.66,1.58,1.4,7.5,False
6.0,0.63,1.0105,1.25,0.01,5.0,7.1,False
7.0,0.78,1.0115,0.86,1.64,3.6,6.8,False
8.0,0.92,1.0129,0.26,0.16,0.0,3.4,False
3.0,0.8,1.0201,1.52,0.0,8.1,3.1,False
5.0,0.78,1.0128,1.28,0.0,4.0,3.7,False
1.0,0.75,1.0137,1.46,0.01,8.2,4.8,False
7.0,0.71,1.0225,0.63,0.0,0.1,9.6,False
6.0,0.74,1.0251,1.6,0.0,9.1,9.4,False
6.0,0.71,1.0183,1.31,0.0,4.7,8.3,False
2.0,0.64,1.0212,1.76,0.0,9.8,8.7,False
6.0,0.54,1.0191,1.74,0.0,9.4,11.0,True
7.0,0.48,1.016,1.45,0.0,5.5,12.6,True
3.0,0.52,1.0133,1.73,0.0,10.0,13.8,True
7.0,0.86,1.0102,0.28,0.01,0.0,6.5,False
6.0,0.84,1.0139,1.15,0.0,1.8,8.1,False
6.0,0.71,1.0156,1.53,0.0,6.1,10.2,False
7.0,0.59,1.0109,1.18,0.06,2.4,12.6,False
7.0,0.69,1.0206,0.81,0.02,0.6,14.5,False
7.0,0.68,1.023,1.31,0.09,1.7,13.8,False
8.0,0.77,1.0251,0.61,0.16,0.0,9.7,False
4.0,0.67,1.029,1.7,0.0,5.5,5.1,False
2.0,0.6,1.0284,2.07,0.0,7.6,2.6,False
1.0,0.64,1.0274,2.14,0.0,10.9,3.0,False
0.0,0.5,1.026,2.19,0.0,10.7,6.0,False
0.0,0.48,1.0232,2.2,0.0,11.0,9.9,False
8.0,0.66,1.0244,0.66,0.0,0.0,6.6,False
1.0,0.57,1.0206,2.06,0.0,10.1,9.7,False
1.0,0.5,1.0176,2.22,0.0,11.2,11.2,True
3.0,0.46,1.0142,2.3,0.0,11.5,12.6,True
1.0,0.48,1.0053,2.22,0.0,11.0,12.8,True
2.0,0.52,1.0041,2.2,0.0,10.6,11.1,True
1.0,0.47,1.0053,2.3,0.0,10.8,10.1,False
3.0,0.38,1.0119,2.44,0.0,10.8,8.2,False
6.0,0.48,1.017,1.82,0.16,3.1,5.8,False
7.0,0.59,1.0171,1.11,0.0,0.2,7.8,False
3.0,0.49,1.0141,2.15,0.0,8.1,6.6,False
5.0,0.49,1.0086,1.99,0.0,6.6,7.3,False
3.0,0.58,1.0033,2.31,0.0,8.0,10.3,False
7.0,0.71,0.997,1.36,0.78,1.6,9.5,False
8.0,0.96,1.0009,0.23,1.95,0.0,7.6,False
7.0,0.92,1.0116,0.45,0.55,0.0,5.3,False
7.0,0.79,1.0163,1.51,0.04,3.1,5.7,False
6.0,0.81,1.0178,1.37,0.02,2.1,4.9,False
6.0,0.66,1.0193,2.18,0.05,6.9,10.0,False
7.0,0.8,1.0292,1.99,0.11,3.5,7.0,False
7.0,0.78,1.0328,1.14,0.0,0.3,9.2,False
5.0,0.68,1.0314,2.39,0.0,8.0,12.2,True
4.0,0.62,1.0293,2.26,0.0,6.1,14.0,True
8.0,0.8,1.027,0.88,0.04,0.0,13.1,False
8.0,0.77,1.0134,0.95,0.53,1.9,12.7,False
4.0,0.62,1.0166,2.05,0.0,6.1,9.6,False
7.0,0.55,1.0097,1.84,0.0,3.3,11.7,True
7.0,0.57,1.0135,1.62,0.03,2.9,11.8,False
6.0,0.56,1.0132,2.88,0.0,11.4,14.0,True
8.0,0.84,1.0118,0.45,2.55,0.0,10.5,False
8.0,0.92,1.0115,0.7,1.88,0.0,8.9,False
8.0,0.96,1.0126,0.2,1.16,0.0,6.9,False
8.0,0.79,1.018,1.41,0.0,0.4,7.3,False
5.0,0.8,1.0217,1.88,0.0,4.9,7.9,False
7.0,0.83,1.0176,2.46,0.0,7.2,11.4,False
7.0,0.89,1.0094,1.16,0.0,0.0,12.5,False
7.0,0.78,1.0085,1.99,0.38,2.3,16.0,False
3.0,0.67,1.009,3.03,0.0,11.6,15.2,True
7.0,0.79,1.0157,1.65,2.51,1.2,13.4,False
7.0,0.76,1.0163,2.18,0.12,5.3,15.1,False
2.0,0.62,1.023,2.98,0.0,11.4,15.3,True
3.0,0.57,1.0264,3.17,0.0,12.9,16.1,True
1.0,0.56,1.0207,3.15,0.0,13.5,19.0,True
3.0,0.55,1.0128,3.01,0.0,12.6,21.8,True
8.0,0.77,1.0179,0.76,0.61,0.0,15.1,False
8.0,0.81,1.0224,0.92,0.0,0.2,13.7,False
2.0,0.66,1.0157,3.27,0.0,13.6,16.0,True
2.0,0.57,1.0072,3.08,0.0,13.3,19.1,True
7.0,0.65,1.0047,1.58,0.0,1.8,18.2,True
8.0,0.89,1.0108,0.32,1.98,0.0,11.3,False
6.0,0.76,1.0145,2.3,0.0,5.4,14.3,True
6.0,0.85,1.0171,0.9,0.88,3.5,11.2,False
7.0,0.78,1.0125,2.37,0.14,6.4,11.9,False
8.0,0.86,1.0107,0.83,0.18,0.0,10.7,False
6.0,0.73,1.0136,1.92,0.0,3.4,12.4,False
7.0,0.72,1.0204,1.64,0.01,2.9,12.7,False
5.0,0.65,1.0242,3.21,0.0,11.5,14.4,True
2.0,0.63,1.022,3.32,0.0,14.1,17.7,True
3.0,0.59,1.0176,3.18,0.0,11.7,19.0,True
3.0,0.81,1.0073,2.3,0.12,7.5,19.8,False
8.0,0.92,1.0001,0.84,1.58,1.0,15.3,False
7.0,0.85,1.0015,1.85,0.19,3.2,15.9,False
7.0,0.78,1.0082,1.37,0.0,1.7,14.4,True
7.0,0.75,1.0092,2.13,0.49,2.9,15.5,False
8.0,0.9,1.0106,0.92,1.24,0.3,15.2,False
7.0,0.75,1.0172,1.55,0.0,0.8,13.1,False
6.0,0.71,1.0204,2.14,0.0,5.3,14.5,True
4.0,0.67,1.0198,3.15,0.0,11.6,17.7,True
1.0,0.64,1.0176,3.28,0.0,13.9,22.9,True
7.0,0.64,1.0167,2.88,0.0,7.6,23.9,True
5.0,0.74,1.019,2.38,0.0,6.6,23.3,True
2.0,0.61,1.0181,3.13,0.0,13.2,25.8,True
2.0,0.56,1.0174,3.11,0.0,12.5,26.8,True
3.0,0.65,1.0181,3.11,0.22,12.6,25.1,False
6.0,0.76,1.0204,2.79,0.0,8.3,23.0,True
3.0,0.74,1.0206,3.11,0.0,10.6,24.2,True
1.0,0.69,1.0178,3.17,1.29,13.6,24.6,False
8.0,0.89,1.0223,0.89,0.7,0.1,18.9,False
1.0,0.66,1.0244,3.04,0.0,11.7,19.1,True
1.0,0.63,1.0212,3.34,0.0,14.3,20.1,True
5.0,0.66,1.015,2.15,0.03,6.8,19.8,False
6.0,0.59,1.0178,2.52,0.0,6.0,16.0,True
1.0,0.6,1.0216,3.33,0.0,13.5,15.6,True
5.0,0.55,1.0113,2.95,0.07,10.1,19.7,False
8.0,0.74,1.0107,0.58,0.01,0.0,16.6,False
6.0,0.68,1.0089,1.78,0.6,5.1,17.8,False
4.0,0.73,1.0199,1.74,0.0,3.5,14.7,True
1.0,0.65,1.0156,3.34,0.43,14.0,17.2,False
7.0,0.82,1.017,1.45,0.09,2.6,16.1,False
2.0,0.71,1.0189,2.76,0.0,8.8,19.4,True
1.0,0.67,1.0141,3.13,0.0,13.6,21.9,True
6.0,0.77,1.0109,2.01,0.7,5.4,21.5,False
7.0,0.85,1.0137,0.94,0.21,1.6,15.9,False
4.0,0.7,1.0206,2.59,0.0,8.2,17.2,True
2.0,0.64,1.0183,3.17,0.83,12.6,19.6,False
7.0,0.85,1.0193,1.7,0.06,1.8,17.4,False
8.0,0.95,1.0121,0.3,1.51,0.0,16.1,False
8.0,0.94,1.0145,0.39,2.64,0.0,16.2,False
7.0,0.76,1.0165,2.15,0.0,3.7,17.9,True
2.0,0.68,1.0161,3.09,0.0,12.7,19.8,True
7.0,0.7,1.0149,1.48,0.0,1.7,20.2,True
4.0,0.63,1.0191,3.02,0.0,11.6,18.4,True
2.0,0.64,1.0161,3.08,0.0,12.7,19.1,True
7.0,0.66,1.0175,1.62,0.0,0.8,18.4,True
8.0,0.71,1.0197,1.2,0.01,0.2,18.0,False
1.0,0.69,1.0184,2.92,0.0,13.0,20.8,True
1.0,0.67,1.0173,3.06,0.0,13.7,22.1,True
2.0,0.69,1.0107,2.14,0.21,9.0,23.5,False
7.0,0.82,1.0105,1.69,0.38,2.7,19.8,False
5.0,0.86,1.0137,1.29,0.6,1.5,16.6,False
5.0,0.69,1.015,2.69,0.44,9.5,18.4,False
8.0,0.86,1.0148,1.46,0.57,1.5,18.4,False
7.0,0.92,1.0146,0.96,1.48,1.4,17.2,False
6.0,0.78,1.0146,2.28,0.41,7.4,17.8,False
7.0,0.88,1.0143,1.11,1.79,1.2,16.6,False
7.0,0.83,1.0165,1.37,0.46,2.4,16.9,False
8.0,0.88,1.0085,1.18,0.56,0.8,15.8,False
8.0,0.94,1.006,0.48,2.1,0.0,13.5,False
5.0,0.77,1.0142,1.32,0.08,2.3,16.4,False
5.0,0.72,1.0202,2.42,0.0,8.1,18.1,True
1.0,0.7,1.0192,2.77,0.0,12.6,18.0,True
1.0,0.7,1.017,2.75,0.0,12.7,20.9,True
1.0,0.67,1.0132,2.69,0.0,12.4,22.0,True
7.0,0.84,1.0161,1.03,0.3,1.2,19.5,False
6.0,0.71,1.0167,1.98,0.0,6.2,18.5,True
1.0,0.73,1.0159,2.49,0.0,11.2,17.2,True
7.0,0.78,1.0187,1.84,0.0,4.8,19.9,True
6.0,0.82,1.0191,1.89,0.0,4.1,19.5,True
7.0,0.82,1.0155,1.26,0.6,1.2,18.3,False
8.0,0.84,1.0155,1.0,0.72,0.1,18.0,False
5.0,0.78,1.0144,2.16,0.0,7.2,19.4,True
6.0,0.82,1.0163,1.65,0.0,3.2,20.1,True
3.0,0.83,1.0184,1.64,0.0,5.7,20.3,True
8.0,0.89,1.0237,0.22,0.01,0.0,15.5,False
7.0,0.79,1.0232,0.75,0.0,0.0,16.2,True
7.0,0.84,1.0146,1.42,0.0,1.5,17.7,True
7.0,0.8,1.0153,1.57,0.0,4.4,17.4,True
5.0,0.78,1.0177,1.52,0.0,2.9,17.9,True
3.0,0.75,1.012,2.11,0.0,10.7,18.8,True
7.0,0.84,1.0132,1.09,1.92,1.0,17.1,False
8.0,0.92,1.0224,0.66,0.18,1.0,12.9,False
0.0,0.73,1.0201,2.05,0.0,11.4,12.9,True
7.0,0.76,1.0187,1.56,0.0,4.4,14.2,True
6.0,0.75,1.0178,1.96,0.0,10.7,12.2,True
1.0,0.76,1.0167,2.04,0.0,11.6,13.0,True
2.0,0.76,1.0146,1.92,0.0,10.5,16.0,True
8.0,0.92,1.0153,0.55,0.53,0.1,17.0,False
6.0,0.84,1.017,1.24,0.02,2.4,18.0,False
7.0,0.82,1.0147,1.07,0.0,1.3,14.3,True
7.0,0.74,1.0102,1.33,1.02,3.5,13.1,False
8.0,0.93,1.0107,0.45,1.6,0.0,9.2,False
8.0,0.94,1.0141,0.21,1.84,0.0,6.3,False
8.0,0.89,1.0198,0.47,1.16,0.0,8.9,False
6.0,0.84,1.0235,1.4,0.0,4.3,10.8,False
6.0,0.83,1.0271,1.43,0.0,4.2,9.9,False
1.0,0.75,1.0266,1.8,0.0,11.0,10.7,True
6.0,0.82,1.0237,1.49,0.0,6.8,12.2,True
7.0,0.79,1.0244,1.51,0.02,6.6,13.9,False
8.0,0.92,1.025,0.56,0.89,0.0,13.6,False
6.0,0.8,1.0246,1.36,0.9,5.3,11.7,False
8.0,0.91,1.015,0.33,1.73,0.5,11.0,False
7.0,0.87,1.0171,1.0,0.01,3.1,9.0,False
7.0,0.83,1.013,1.33,0.01,6.0,9.1,False
4.0,0.84,1.0084,1.21,0.0,4.5,8.5,False
8.0,0.87,1.0125,0.66,0.24,1.9,9.8,False
4.0,0.77,1.0136,1.28,0.38,6.9,10.4,False
8.0,0.93,1.0142,0.17,0.83,0.0,10.6,False
8.0,0.93,1.013,0.56,3.04,0.1,12.1,False
7.0,0.84,1.0061,0.92,2.59,3.5,15.9,False
8.0,0.85,1.0056,0.37,1.14,0.0,10.8,False
6.0,0.76,1.0137,0.47,0.47,0.9,7.4,False
5.0,0.82,1.0208,0.63,0.01,2.0,6.6,False
5.0,0.82,1.0174,0.82,0.0,3.6,6.8,False
8.0,0.88,1.0066,0.45,1.42,0.8,9.7,False
7.0,0.74,1.0002,0.49,0.03,0.6,13.7,False
7.0,0.78,1.0155,0.81,0.75,2.9,8.7,False
8.0,0.79,1.0093,0.32,0.29,0.0,13.0,False
3.0,0.57,1.0207,1.08,0.0,6.6,13.1,False
6.0,0.63,1.0202,0.41,0.0,1.4,14.1,True
3.0,0.68,1.0325,1.11,0.0,7.3,9.2,False
5.0,0.72,1.0229,0.88,0.0,4.8,7.4,False
4.0,0.73,1.0168,1.05,0.0,6.9,10.5,True
5.0,0.82,1.0187,0.88,0.0,4.2,11.4,True
8.0,0.92,1.0165,0.11,2.84,0.0,12.1,False
7.0,0.84,1.0117,0.38,0.29,0.3,13.0,False
7.0,0.83,1.0175,0.31,0.3,0.2,9.2,False
7.0,0.88,1.0246,0.53,0.48,1.0,7.9,False
5.0,0.85,1.0215,0.58,0.16,3.5,5.8,False
6.0,0.86,1.0148,0.17,0.76,0.0,5.0,False
8.0,0.8,1.0066,0.16,0.69,0.0,9.4,False
7.0,0.93,1.0116,0.32,0.7,0.0,5.9,False
6.0,0.82,1.0108,0.34,0.57,2.4,10.5,False
3.0,0.84,1.0141,0.88,0.46,6.5,6.6,False
7.0,0.85,1.0032,0.38,0.19,2.2,7.8,False
8.0,0.88,0.995,0.12,3.04,0.0,6.8,False
7.0,0.9,0.9953,0.38,0.27,0.2,8.5,False
8.0,0.94,0.9989,0.07,1.29,0.0,8.8,False
6.0,0.92,1.0143,0.27,0.5,0.0,6.4,False
8.0,0.95,1.0125,0.15,0.16,0.0,7.0,False
5.0,0.84,1.0121,0.69,0.0,5.5,6.5,False
7.0,0.83,1.0004,0.45,0.44,0.9,6.7,False
6.0,0.84,1.0053,0.34,0.03,1.0,6.8,False
6.0,0.8,1.01,0.51,1.38,3.7,6.8,False
8.0,0.96,1.0093,0.16,1.28,0.0,7.4,False
8.0,0.94,1.0064,0.11,0.47,0.0,7.0,False
8.0,0.95,1.0147,0.17,0.26,0.0,7.8,False
7.0,0.89,1.0153,0.55,0.58,3.1,7.9,False
6.0,0.86,1.0163,0.39,0.0,0.6,8.4,False
6.0,0.9,1.0221,0.2,0.48,0.1,6.5,False
8.0,0.83,1.0083,0.15,0.08,0.0,6.2,False
8.0,0.92,1.0111,0.18,0.21,0.0,5.0,False
8.0,0.9,1.0164,0.09,0.0,0.0,4.8,False
8.0,0.9,1.016,0.09,0.0,0.0,4.3,False
8.0,0.89,1.0193,0.06,0.1,0.0,3.8,False
8.0,0.92,1.0195,0.1,0.02,0.0,2.3,False
8.0,0.79,1.021,0.09,0.0,0.0,2.3,False
7.0,0.79,1.0225,0.41,0.0,2.2,-0.9,False
7.0,0.83,1.0223,0.4,0.0,0.8,-1.9,False
4.0,0.9,1.0259,0.48,0.0,3.8,1.8,False
7.0,0.88,1.0207,0.42,0.26,1.7,1.3,False
8.0,0.89,1.0196,0.27,0.0,0.0,6.3,False
8.0,0.88,1.027,0.2,0.0,0.0,2.8,False
8.0,0.85,1.0246,0.23,0.53,0.0,2.6,False
8.0,0.96,1.0214,0.11,0.31,0.0,6.8,False
8.0,0.9,1.0158,0.07,0.44,0.0,9.0,False
7.0,0.93,1.0146,0.32,0.0,0.0,10.6,False
7.0,0.9,1.0158,0.29,0.0,0.0,9.3,False
8.0,0.87,1.0127,0.16,0.07,0.1,7.5,False
7.0,0.82,1.002,0.36,0.0,1.0,8.2,False
8.0,0.9,1.0041,0.1,0.26,0.0,7.3,False
8.0,0.79,1.0126,0.16,0.17,0.0,7.8,False
8.0,0.65,1.0077,0.15,0.0,0.0,12.5,False
7.0,0.77,1.0099,0.18,0.09,0.0,9.3,False
7.0,0.77,1.0104,0.47,0.25,2.5,8.3,False
8.0,0.65,0.9995,0.08,0.68,0.0,14.1,False
8.0,0.81,1.0123,0.09,0.1,0.0,-2.1,False
8.0,0.87,1.012,0.23,0.03,0.0,-3.6,False
7.0,0.86,1.0152,0.19,0.05,0.0,-4.3,False
8.0,0.75,1.0146,0.29,0.0,0.0,-5.6,False
8.0,0.77,1.022,0.2,0.02,0.0,-7.4,False
1.0,0.7,1.0344,0.7,0.0,7.1,-8.0,False
6.0,0.77,1.0367,0.3,0.3,0.0,-5.9,False
6.0,0.92,1.0372,0.52,0.06,1.3,2.0,False
